stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station
3754320,,"GENTILLY RER - PLATEAU","FACE 63TER R BENOIT MALON - 94037",48.813829920243066,2.340806597050351,0,
3754321,,"REINE BLANCHE","73 AVENUE RASPAIL - 94037",48.81364075955538,2.3478423484763105,0,
3754322,,"JEAN JAURES - SAINT ELOI","8 RUE SAINT-ELOI - 94037",48.81352368758163,2.350183037847167,0,
3754323,,"ALLENDE - REINE BLANCHE","2 R DU PRESIDENT ALLENDE - 94037",48.812400455148484,2.3477876614385598,0,
3754324,,"FONDATION VALLEE","FACE 14 R BENSERADE - 94037",48.81045909547389,2.347828091442007,0,
3754325,,"GABRIEL PERI - SOLEIL LEVANT.","R JEAN LOUIS - 94037",48.80842803505071,2.3456096613594855,0,
3754326,,"LECLERC - THOMAS","78 R DU GENERAL LECLERC - 94043",48.81017914664677,2.357938719977963,0,
3754327,,"ESPACE CULTUREL ANDRE MALRAUX","2-4 R JEAN MONNET - 94043",48.809208018958664,2.360374105412841,0,
3754328,,"HOPITAL DU KREMLIN-BICETRE","1 RUE DE VERDUN-LAZARE PONTICELLI - 94043",48.80928933116081,2.358088049981442,0,
3754329,,"BARNUFLES-LA PISCINE","50 AVENUE CHARLES GIDE - 94043",48.80720498540677,2.352712392424016,0,
3754330,,"BENOIT MALON - MARTINETS","RUE BENOIT MALON - 94043",48.80529984305715,2.350466729119173,0,
3754331,,"LYCEE DARIUS MILHAUD - BENOIT MALON","96 RUE BENOIT MALON - 94043",48.80408663098778,2.349119394220725,0,
3754332,,"LEO LAGRANGE","35 R LEO LAGRANGE - 94043",48.802531952188296,2.3467380034215988,0,
3754333,,"LYCEE DARIUS MILHAUD - CHARLES GIDE","91-93 AVENUE CHARLES GIDE - 94043",48.805147413569976,2.34664323505667,0,
3754334,,"MARCEL SEMBAT - COLLEGE ALBERT CRON","5 R MARCEL SEMBAT - 94043",48.807699659302585,2.3497733691171083,0,
3754335,,"BENSERADE - C.H.U. DE BICETRE","FACE 78 RUE GABRIEL PERI - 94043",48.810566698313515,2.3503455975838063,0,
3754336,,"CONVENTION - JAURES","FACE 56 RUE DE LA CONVENTION - 94043",48.81225601159191,2.353475970789407,0,
3754337,,"MAIRIE DU KREMLIN-BICETRE","16-16 BIS PL JEAN JAURES - 94043",48.81247113033132,2.357327249822702,0,
3754338,,"GENERAL LECLERC - 14 JUILLET","FACE 19 R DU GENERAL LECLERC - 94043",48.81396274450369,2.35931472803775,0,
3754339,,"LECLERC - THOMAS.","78 R DU GENERAL LECLERC - 94043",48.81030497539593,2.3579387701183836,0,
3755000,,"HOTEL DE VILLE - CENTRE","10 AV PAUL DOUMER - 94003",48.80624429579577,2.3373091071086356,0,
3755001,,"MAISON DU GRAND CEDRE","10 AVENUE PAUL VAILLANT-COUTURIER - 94003",48.803188438399665,2.3380710447495803,0,
3755002,,"COLONEL FABIEN","R DU COLONEL FABIEN - 94003",48.799916863516266,2.3385879919691916,0,
3755003,,"QUATRE CHEMINS - PAULINE KERGOMARD","AVENUE GABRIEL PERI - 94003",48.8000245336086,2.344002888128499,0,
3755004,,"RICARDO - LE PLATEAU","FACE AU 197 AVENUE GABRIEL PERI - 94003",48.80261303302782,2.3439351949817233,0,
3755005,,"RICARDO","FACE AU 13 AVENUE GABRIEL PERI - 94003",48.80251420048116,2.343309310300123,0,
3755006,,"QUATRE CHEMINS","78 AVENUE GABRIEL PERI - 94003",48.80095032441843,2.3431866783482422,0,
3755007,,"COLONEL FABIEN.","17 R DU COLONEL FABIEN - 94003",48.800015729149955,2.3386424155420005,0,
3755008,,"MAISON DU GRAND CEDRE.","AVENUE PAUL VAILLANT COUTURIER - 94003",48.80290082598993,2.338343160484121,0,
3755009,,"HOTEL DE VILLE D'ARCUEIL","9-11 AVENUE PAUL DOUMER - 94003",48.806720648573226,2.336955325250122,0,
3755010,,"HENRI BARBUSSE","FACE 54 R HENRI BARBUSSE - 94003",48.808895686141355,2.3385337926160976,0,
3755011,,"HOTEL DE VILLE - CENTRE.","10 AV PAUL DOUMER - 94003",48.80632518597072,2.3372138588206237,0,
3755012,,"HOTEL DE VILLE - CENTRE","10 AV PAUL DOUMER - 94003",48.80624429579577,2.3373091071086356,0,
3755013,,"MAISON DES GARDES","60 R DE LA CONVENTION - 94003",48.802703062005584,2.334288579763723,0,
3755014,,"BIBLIOTHEQUE","99 R MARIUS SIDOBRE - 94003",48.80494103002888,2.3343836978404418,0,
