stop_lon,stop_name,stop_lat,stop_id,location_type,parent_station
-0.1691106,Banku Junction,5.6397726,5047108308,0,SA5047108308
-0.159918,Bawaleshie Acheampong,5.6429575,5047108309,0,SA5047108309
-0.2661016,Rasta Junction,5.6112754,SA4983237019,1,
-0.2015221,Polyclinic Junction,5.5894988,SA5119159350,1,
-0.2092633,37,5.5875974,5040124407,0,SA5040124407
-0.2426319,First Light,5.5695562,SA4989358232,1,
-0.2362111,Abossey Okai,5.5575921,5124622922,0,SA5124622922
-0.222249,Fan milk,5.5700571,SA5045130246,1,
-0.2356043,Kaneshie Market bus stop,5.5665793,SA5045130247,1,
-0.2378684,Kaneshie,5.564024,5028241073,0,SA4980974731
-0.2089857,Accra Post Office,5.5405002,SA5025202269,1,
-0.2566779,Shiabu,5.5253011,SA5102845904,1,
-0.2130945,Akoto Lante,5.5389276,5123194249,0,SA5025202270
-0.2102761,One Way,5.5371136,5123194248,0,SA5024303420
-0.2408937,Pharmacy,5.5809688,SA5023802910,1,
-0.2460569,Atico,5.5807929,SA5023802911,1,
-0.3354833,Block Factory,5.5488549,5010113610,0,SA5010113610
-0.2958537,Awoshie Junction,5.6062098,5051364312,0,SA5051364312
-0.2307635,Pamprom,5.5656316,SA4997374737,1,
-0.2965362,Bridge,5.6139177,5051364313,0,SA5051364313
-0.2435292,Block Factory junction,5.5581545,SA5082993460,1,
-0.2444151,Seven great junction,5.5583181,SA5082993461,1,
-0.2046504,Haatso,5.6672765,5041051499,0,SA5041051499
-0.195839,Mawarko,5.5909772,5028942310,0,SA5028866872
-0.2377839,Kaneshie,5.5640396,5058536207,0,SA4980974731
-0.1823144,SSNIT,5.5630077,SA5024762423,1,
-0.2087571,Bayport,5.5760332,SA5024762426,1,
-0.2354587,School Junction,5.5808675,SA5035473847,1,
-0.0317506,Ashaiman Last Stop,5.6869195,SA5034486675,1,
-0.2083755,PIWC Accra,5.5744678,SA5024762425,1,
-0.2161393,Timber Market,5.5434076,5041288969,0,SA5041288969
-0.216673,Arena,5.5449558,5041288968,0,SA5022509198
-0.2374033,Kaneshie,5.5623056,5102559170,0,SA4980974731
-0.216831,Agbogbloshie,5.5490765,5041288967,0,SA5022942961
-0.1313735,Ability,5.6566382,SA5064974037,1,
-0.201016,National Theatre,5.5542962,SA5029644476,1,
-0.2361305,Presby junction,5.5741479,5045437550,0,SA5045437550
-0.2355617,First junction,5.5724138,5045437551,0,SA5045437551
-0.200385,Accra High School,5.5693914,SA5029644475,1,
-0.2750327,Polo,5.610564,5084819818,0,SA5043131242
-0.2747851,Ebenezer,5.6091647,5084819819,0,SA5084819819
-0.2497374,Abeka Lapaz,5.6068813,5014899357,0,SA4980841285
-0.3119583,Ablekuma Curve,5.6271443,SA5014899354,1,
-0.2711773,Junction,5.5257416,5047542824,0,SA5047542824
-0.025778,Ashaiman Overhead,5.6820534,4992783154,0,SA4992783154
-0.3087766,Pentecost,5.6192734,5014899350,0,SA5014899350
0.0023453,Tema,5.644505,SA5052364797,1,
-0.3069432,Container,5.6199694,5014899351,0,SA5014899351
-0.3058457,Block Factory,5.6221945,5014899352,0,SA5014899352
-0.2419295,Point 2,5.6778555,4990251212,0,SA4990251212
-0.2834062,Total,5.5735321,SA5013209308,1,
-0.1844207,Five junction,5.552308,SA5029276337,1,
-0.2163064,Agbado,5.5387082,5024693063,0,SA5022509200
-0.2177343,Junction,5.5417736,5024693062,0,SA5024693062
-0.2158835,Arena,5.5451771,5024693061,0,SA5022509198
-0.245237,Abeka Lapaz (Nii Boi),5.6077389,4982950480,0,SA4982950480
-0.2526072,Hansonic Taxi Rank,5.5747317,5000996592,0,SA5000996592
-0.2553578,Dansoman Asoredanho,5.5703992,5000996591,0,SA5000996591
-0.257634,Asoredanho Curve,5.5675754,5000996590,0,SA5000996590
-0.176424,Shangrila,5.6172269,5115477021,0,SA4974194650
-0.1715395,Assemblies,5.6914266,4997066320,0,SA4997066320
-0.2499147,Fishpond,5.6185649,4990252735,0,SA4990252735
-0.1803082,37 Last Stop,5.588576,4982950469,0,SA4982950469
-0.1746373,Giffard Road,5.5873592,4982950468,0,SA4982950468
-0.3223199,Modex,5.553302,5027354801,0,SA5008726863
-0.2636861,Odorkor (Main Bus stop),5.5804311,5027354802,0,SA5027354802
-0.3245087,Block Factory,5.6322703,SA5084413313,1,
-0.2478736,Mile 7 Clinic,5.629669,4990252732,0,SA4990252732
-0.1212936,Lekma,5.6038838,5028998324,0,SA5028483799
-0.2385435,Bazaza,5.5716519,SA5037690457,1,
-0.2202489,Achimota Hospital Curve,5.6292905,SA5028768231,1,
-0.2401363,Bubiashie Ayigbe Town,5.5829964,5038979084,0,SA5038979084
-0.2422199,Point 4,5.5927489,5031288173,0,SA5026151287
-0.2366296,North Kaneshie,5.5896201,5031288172,0,SA5031288172
-0.1893731,University Primary Roundabout,5.6435866,SA5028768237,1,
-0.1948634,Mamobi Market,5.5939106,5113829631,0,SA5040165402
-0.164944,Bawaleshie Second,5.6420983,3133741256,0,SA3133741256
-0.2678635,Kwashieman,5.5922469,5013249864,0,SA5008726860
-0.2715119,Been To,5.5873038,5013249865,0,SA4752766522
-0.2270517,Korle Bu,5.5361206,4979396673,0,SA4979349924
-0.2402827,Wireless,5.5862405,SA5045432463,1,
-0.150772,East Legon,5.6483193,SA5047108310,1,
-0.0970358,First Choice,5.6332704,SA4990644978,1,
-0.098671,Bedford,5.6340886,SA4990644979,1,
-0.230029,Ama Mensah,5.5288825,5102717948,0,SA5102717948
-0.0759337,18 Junction,5.6248519,SA4990644970,1,
-0.0792992,Texpo,5.6254631,SA4990644971,1,
-0.198887,Roman Ridge 2nd,5.601804,SA30778854,1,
-0.0855121,White House,5.6270038,SA4990644973,1,
-0.087111,Total,5.6276574,SA4990644974,1,
-0.0897778,Kotobaabi,5.6286941,SA4990644975,1,
-0.0923639,Basket,5.6301492,SA4990644976,1,
-0.09572,Rainbow,5.6325,SA4990644977,1,
-0.2255063,State Transport,5.565179,5022354474,0,SA5022354474
-0.228817,Roundabout,5.5619982,5022354475,0,SA5022354475
-0.2317319,Pamprom,5.5626433,5022354476,0,SA4997374737
-0.2354851,Kaneshie Second Bridge,5.5648934,5022354477,0,SA5022354477
-0.2425133,Kakalika,5.5309921,5027264672,0,SA5027248839
-0.1817192,Danquah Second,5.5675097,SA4198267793,1,
-0.2639939,Agege Last Stop,5.5293198,2026403679,0,SA2026403679
-0.2373694,Kaneshie First Bridge,5.566022,5022354478,0,SA5022354478
-0.2429732,First Light,5.5692626,5022354479,0,SA4989358232
-0.1719289,Assemblies,5.692931,4997374733,0,SA4997066320
-0.1716386,Madina Masalachi,5.6821455,4997374732,0,SA4997071022
-0.1735825,Madina Zongo Junction,5.6773746,4997374731,0,SA4997071023
-0.1756988,Fire Stone,5.6709335,4997374730,0,SA4997071024
-0.2307635,Pamprom,5.5656316,4997374737,0,SA4997374737
-0.1715852,Adenta Barrier,5.7057904,4997374736,0,SA4400481895
-0.1719869,Goil Filling Station,5.7000384,4997374735,0,SA4997066318
-0.1720302,SDA,5.6965301,4997374734,0,SA4997066319
-0.2101909,Equip,5.5711239,4997374739,0,SA4997374739
-0.2234054,Awudome Cemetery,5.5674149,4997374738,0,SA4997374738
-0.3644745,Real Plan estate gate,5.7275931,5064078026,0,SA5064078026
-0.3613331,Kotokou market,5.7351676,5064078027,0,SA5064078027
-0.3655827,Sampahman,5.720015,5064078024,0,SA5064078024
-0.3657226,Sampahman police station,5.7222488,5064078025,0,SA5064078025
-0.1983215,Pig Farm,5.5981141,5036784362,0,SA5036738901
-0.202741,Abavana,5.5940064,5036784363,0,SA5036738898
-0.2169396,White House,5.6098505,5036784360,0,SA5036784360
-0.2163878,Lotto Kiosk Abelenkpe,5.6087462,5036784361,0,SA5036784361
-0.2372998,Gym,5.6560279,4990251219,0,SA4990251219
-0.339341,Bridge,5.752047,5064078028,0,SA5064078028
-0.3239047,Gaogao,5.7577776,5064078029,0,SA5064078029
-0.2455149,Tantra Hills,5.6429227,SA4990423846,1,
-0.2569765,New Russia Last Stop,5.5582129,SA5027285555,1,
-0.2515691,T-Junction Down,5.6279624,SA4990423840,1,
-0.2557587,Okwahu Motors,5.5586842,SA5027285557,1,
-0.256926,Slow Down,5.5584066,SA5027285556,1,
-0.2691039,Appiah Junction,5.6130792,5041609687,0,SA5041609687
-0.2537154,Mars Junction,5.5591466,SA5027285558,1,
-0.2102472,One Way,5.5370285,5024303420,0,SA5024303420
-0.2359794,Kaneshie,5.564141,5125132106,0,SA4980974731
-0.2076275,Kotobabi Market junction,5.5947354,5040089796,0,SA5040089796
-0.2065183,Labour Centre,5.5935661,5040089797,0,SA5040089797
-0.2405444,Zongo junction,5.5574766,5082993459,0,SA5082993459
-0.2373808,Great Lamptey,5.5567354,5082993458,0,SA5025015473
-0.2158397,Avalley,5.5805706,4998106218,0,SA4998106218
-0.2157956,Hubtel,5.5784909,4998106219,0,SA4998106219
-0.2084889,New Town,5.5827214,4998106214,0,SA4998106214
-0.2075849,Obour Ba,5.578112,4998106215,0,SA4998106215
-0.209728,Challenge,5.576912,4998106216,0,SA4998106216
-0.1862615,Car Spot,5.614164,SA5040133320,1,
-0.2336468,Abossey Okai junction,5.5559064,5082993457,0,SA5082993457
-0.2253995,Sabolai,5.5550324,5082993456,0,SA5082993456
-0.218063,Galloway,5.5480245,5082993455,0,SA5082993455
-0.2098265,Dworwulu junction,5.5854539,5040089799,0,SA5040089799
-0.2298012,New Station,5.5354204,SA5023072582,1,
-0.204513,Accra Bishop,5.5439312,SA5023072580,1,
-0.2117042,Lighthouse,5.5335867,SA5023072581,1,
-0.1973774,First Total,5.5996921,5040928827,0,SA5040928827
-0.2401289,Pipeier Naa,5.5535038,SA4980974737,1,
-0.0139995,Tema Motorway Total,5.6826001,4992783153,0,SA4992783153
-0.18729,Agbogba Junction,5.6672969,SA4972695858,1,
-0.327984,Waakye,5.6091768,5014899347,0,SA5014899347
-0.329549,Agape,5.6092164,5014899346,0,SA5014899346
-0.1159864,Tsui Bleoo,5.6060354,5028998325,0,SA5028483797
-0.3104681,Offtown,5.6178314,5014899349,0,SA5014899349
-0.3120117,Tarrazzo,5.6159829,5014899348,0,SA5014899348
-0.1854512,Second Stop,5.5503945,5029234106,0,SA5023989071
-0.2976051,Amasaman,5.7049276,SA5008589262,1,
-0.1824172,SSNIT,5.5621365,5029234104,0,SA5024762423
-0.18441,Five Junction,5.5522416,5029234105,0,SA5029234105
-0.1712403,IGP,5.5788707,5029234102,0,SA5029234102
-0.270424,John Teye,5.6673297,SA5008589266,1,
-0.2819882,Pokuase Junction,5.6877852,SA5008589264,1,
-0.2384366,Ola Balm,5.5760083,5026574423,0,SA5026574423
-0.1691149,Vulgunizer,5.6231117,4992365323,0,SA4992365323
-0.0713925,Abattoir,5.6622447,SA4999589686,1,
-0.2390496,Fita,5.5813456,5026574427,0,SA5026574427
-0.2398133,Ayigbe Town Old Station,5.5804387,5026574426,0,SA5026574426
-0.2390148,Obeyeyie,5.5791172,5026574425,0,SA5026574425
-0.2387462,Cemetry,5.5778617,5026574424,0,SA5026574424
-0.2390748,Awony3,5.5852883,5026574429,0,SA5026574429
-0.2399984,Ayigbe town,5.5834266,5026574428,0,SA5026574428
-0.2041888,Kinbu,5.5512835,SA5030249495,1,
-0.2054038,Accra Technical University,5.5554124,SA5030249496,1,
-0.2024014,OXL Junction,5.5565289,SA5030249497,1,
-0.2298012,New Station,5.5354204,5023072582,0,SA5023072582
-0.2444914,Libirio,5.5556737,5124622923,0,SA5124622923
-0.2147043,Dance Bar,5.566038,SA5005192352,1,
-0.2152924,Commercial Bank,5.5683543,SA5005192353,1,
-0.2110048,Railways,5.5522741,SA5005192350,1,
-0.2112315,Kingsway,5.553366,SA5005192351,1,
-0.2785844,Lomnava Last Stop,5.6358948,SA5040597017,1,
-0.2788107,Agenda,5.639606,SA5040597016,1,
-0.2826545,Lomnava,5.6400971,SA5040597013,1,
-0.2732295,Family Friend,5.6003628,SA5041513173,1,
-0.2307918,Roundabout,5.5728437,4997071036,0,SA4995193052
-0.2905494,Sowutuom,5.6311167,SA5095822093,1,
-0.2282996,St. Theresa's,5.5794518,4997071034,0,SA4997071034
-0.2306222,Kaneshie Polyclinic,5.5742537,4997071035,0,SA4995193053
-0.2853957,Masalaachi Sowutuom,5.626257,SA5095822096,1,
-0.2744266,Mystical Rose Int School Junction,5.6152467,SA5095822097,1,
-0.2327094,Suzzy's Inn,5.6107032,4997071030,0,SA4997071030
-0.1947939,Mamobi Market,5.5938906,5040165402,0,SA5040165402
-0.2007546,Tema Station Union of GPRTU,5.5487001,5023043423,0,SA5023043423
-0.20435,Court,5.5444356,5023043422,0,SA5023043422
-0.2739806,Pentecost,5.6137664,SA5095822098,1,
-0.2024678,Abavana,5.5944284,5036738898,0,SA5036738898
-0.1948496,Konka,5.5966652,5040165401,0,SA5030747556
-0.226392,Total,5.6078434,5089149953,0,SA5024785673
-0.2921543,Fusi Junction,5.6982008,5008612823,0,SA5008589263
-0.2387208,Asoredan ho,5.561402,SA4980974734,1,
-0.260941,Ahenfie,5.606501,4983237014,0,SA4983237014
-0.2982925,Amasaman,5.7055265,5008612827,0,SA5008589262
-0.281644,Pokuase Junction,5.6871806,5008612824,0,SA5008589264
-0.2711418,John Teye,5.6691212,5008612825,0,SA5008589266
-0.1050209,Signboard,5.6380887,SA5012401320,1,
-0.3096742,Tetegu,5.5539403,5008691262,0,SA5008691262
-0.2062694,Nkansah Gyan,5.5911473,5036738895,0,SA5005030170
-0.2586053,Tabora Number 3,5.6072264,4983237012,0,SA4983237012
-0.2072625,Five five,5.5897724,5036738894,0,SA5036738894
-0.1971821,Curve,5.5815185,5040165405,0,SA5040165405
-0.2549457,Lapaz Community Junction,5.606581,4983237010,0,SA4983237010
-0.2787566,Mallam Market,5.5739276,SA4972894711,1,
-0.2317099,Swanlake,5.5853024,SA4992650308,1,
-0.2303616,Green Hand,5.5819731,SA4992650309,1,
-0.2077006,Accra New Town (37 Station),5.5867746,5036738891,0,SA5036738891
-0.2079115,Newtown Total,5.5857666,5036738890,0,SA5036738890
-0.2167876,Alajo Station,5.5955561,5119159351,0,SA5119104079
-0.2339909,Swanlake Last Stop,5.5840598,SA4992650307,1,
-0.2007228,Nima Police Station,5.5743983,5005030177,0,SA4997374740
-0.2045886,Commandos,5.5803082,5005030176,0,SA5005030176
-0.1912352,Sankara,5.5707147,4974193124,0,SA4974193124
-0.1966274,Ridge,5.5605037,4974193125,0,SA4974193125
-0.2060519,Curve,5.5865003,5005030173,0,SA5005030173
-0.1831067,37 Hospital,5.587623,4974193123,0,SA4974193123
-0.2072405,Five Five,5.5896396,5005030171,0,SA5005030171
-0.2064931,Nkansah Gyan,5.5908254,5005030170,0,SA5005030170
-0.1984362,Children's Park First,5.5580075,5025776032,0,SA5022716842
-0.2019673,Novotel,5.5533978,5025776031,0,SA5025776031
-0.2197027,Graphic,5.5555071,5025776030,0,SA5025776030
-0.2055652,Tigo Office,5.5581904,5005030179,0,SA5005030179
-0.206154,Cathedral,5.5635738,5005030178,0,SA5005030178
-0.2481258,New Fadama,5.5999896,5058537146,0,SA5026329347
-0.2237364,Fatale,5.5578234,SA5122910516,1,
-0.1782719,Airport Junction,5.6226115,5064916988,0,SA4997071028
-0.2167042,Dome Pillar 2,5.6531692,5021998662,0,SA5021998662
-0.2653242,Attah Junction,5.6102493,4983237018,0,SA4983237018
-0.1872735,Police Headquarters,5.5703034,5004961001,0,SA5004961001
-0.2551931,Agege,5.5317228,5027186817,0,SA4997810032
-0.2081505,Railway,5.6078213,SA5034072897,1,
-0.1987504,Nima Station,5.5815074,5030650718,0,SA5030650718
-0.1841419,School Junction,5.6155257,SA5030747571,1,
-0.1897591,Jack and Jill,5.6019885,5030650716,0,SA5030650716
-0.1850166,Nyaho,5.6148991,5030650715,0,SA5030650715
-0.2159547,Forestry,5.6173255,SA5034072898,1,
-0.1987842,Maamobi,5.5900425,5119159349,0,SA5028866871
-0.230029,Ama Mensah,5.5288825,SA5102717948,1,
-0.2736525,Opetekwei,5.5276577,5027186818,0,SA5027186818
-0.257634,Asoredanho Curve,5.5675754,SA5000996590,1,
-0.1825848,Danquah,5.566987,5004960999,0,SA5004960999
-0.2545564,Darkuman Junction,5.5775541,5030857588,0,SA5030857588
-0.2045667,Mental,5.5626314,SA5024785670,1,
-0.2279677,Kaneshie Roundabout,5.5604129,5023708439,0,SA5023708439
-0.1250826,Adjiringanor Last stop,5.6770518,5064974029,0,SA5064974029
-0.2311539,Roundabout,5.572067,4995193052,0,SA4995193052
-0.249778,Lapaz Station,5.6080792,SA4983237008,1,
-0.2508921,Lapaz Last stop,5.6094963,SA4983237009,1,
-0.2896446,Nii Bortey,5.596397,SA5084325672,1,
-0.2480829,Abeka Lapaz,5.6067819,5043507713,0,SA4980841285
-0.2429117,Presby Junction,5.6330591,4990252728,0,SA4990252728
-0.2441669,Mile 7 Park,5.6322471,4990252729,0,SA4990252729
-0.225901,Achimota New Station,5.6219491,5125226939,0,SA4981090360
-0.2374285,Dome Old Station,5.6516641,4990252721,0,SA4990252721
-0.2365271,Dome Crossing,5.6471683,4990252722,0,SA4990252722
-0.2370387,Adehyeman,5.6455626,4990252723,0,SA4990252723
-0.2381963,Dome Market,5.642888,4990252724,0,SA4990252724
-0.2414716,Achimota Mall,5.6373745,4990252725,0,SA4990252725
-0.2401984,Best Point,5.6353158,4990252726,0,SA4990252726
-0.2409738,Mile 7 Junction,5.6342088,4990252727,0,SA4990252727
-0.1819706,Frankies,5.5610865,SA5026060289,1,
-0.1824081,Shell,5.5582989,SA5026060288,1,
-0.1715723,SDA,5.6966811,SA4997066319,1,
-0.150772,East Legon,5.6483193,5047108310,0,SA5047108310
0.0022573,Site 20,5.6474365,3676894839,0,SA3676894839
-0.2446172,School Junction,5.5467826,5045353359,0,SA5045353359
-0.1656149,Adenta Station,5.7060932,SA4997066317,1,
-0.1850427,Traffic Light,5.5532313,SA5026060287,1,
-0.2064297,E. C. Quaye Road,5.5443406,SA5026060286,1,
-0.2333187,Presby,5.5750403,5035473846,0,SA5035412452
-0.2133534,Mr. Biggs,5.5677653,SA4994958923,1,
-0.2261722,Fitting Shop,5.599276,SA4994958921,1,
-0.20843,Accra Poly,5.5534864,SA4994958927,1,
-0.2090847,Starlite,5.5559622,SA4994958926,1,
-0.209378,Champion,5.5572353,SA4994958925,1,
-0.2105739,1st Curve,5.6420465,SA5113124904,1,
-0.1438361,Toll Booth,5.6344534,SA5115955262,1,
-0.1831346,National Service,5.6096595,SA5115955264,1,
-0.2104242,Blue Kiosk,5.6475399,SA5113124901,1,
-0.2517039,Add a name to the stop with JungleBus app,5.5834631,SA5023802905,1,
-0.251954,Circle Station,5.5902909,SA5023802907,1,
-0.2276452,Korle beach resort junction,5.529311,5083477304,0,SA5083477304
-0.2147935,Accra Royal,5.5354945,5083477303,0,SA5083477303
-0.2097732,Accra Post Office,5.5419766,5052100023,0,SA5025202269
-0.2154358,Palledium,5.5416013,5083477301,0,SA5082971645
-0.2400603,Rainbow,5.5339757,5023072584,0,SA5022942956
-0.2423192,Abodwe,5.5346365,5023072585,0,SA4998045793
-0.2473816,IBE,5.539031,5023072586,0,SA5022942953
-0.2511376,Abodoo Bridge,5.5396514,5023072587,0,SA5022942952
-0.204513,Accra Bishop,5.5439312,5023072580,0,SA5023072580
-0.2235599,Achimota New Station,5.6209176,5120474814,0,SA4981090360
-0.2524844,Soko,5.5451638,SA5025202271,1,
-0.2131227,Akoto Lante,5.5388694,SA5025202270,1,
-0.2395381,Washingbay,5.5862349,5035473848,0,SA5035473848
-0.2140185,Accra,5.552383,5035412454,0,SA5035412454
-0.186271,High Flow,5.61024,SA5030747566,1,
-0.3113924,Sapeiman,5.7257431,SA5009980412,1,
-0.2128873,NDC,5.5792706,4998106217,0,SA4998106217
-0.2639939,Agege Last Stop,5.5293198,SA2026403679,1,
-0.2389863,Alhadji,5.5846894,5035412451,0,SA5035412451
-0.2489086,Soko Junction,5.5452074,5045353352,0,SA5025249683
-0.2328982,Old Stop,5.5877115,4995193048,0,SA4995193048
-0.1761345,Spanner,5.6204153,4150793106,0,SA4150793105
-0.2395313,Washing Bay,5.586302,5035412450,0,SA5035412450
-0.2645437,Dansoman Control,5.5459695,SA5000179124,1,
-0.158709,Olympia,5.5578802,SA5054694251,1,
-0.2156498,Palledium,5.5420116,SA5082971645,1,
-0.2329899,Presby,5.574691,5035412452,0,SA5035412452
-0.2638615,Israel Junction,5.6308505,SA5040597424,1,
-0.264496,Beecham,5.5523658,SA5000179122,1,
-0.1912203,Sankara,5.5727986,5004847997,0,SA4974193124
-0.2617423,Alhaji Station,5.6282898,SA5040597425,1,
-0.2532018,Banana Inn Transformer,5.5408294,SA5022509209,1,
-0.2490921,St.Marys,5.5386984,SA5022509208,1,
-0.2362923,A.M.A,5.5754828,5045437549,0,SA5045437549
-0.2393714,Paradise,5.5860981,5045437548,0,SA5045437548
-0.2622763,Zodiac,5.5601563,SA5028241071,1,
-0.2690475,Isreal Station,5.6311823,SA5040597422,1,
-0.2451932,Afropa,5.5901138,5045437545,0,SA5045432464
-0.2438564,Mamprobi Methodist,5.535064,SA5022509206,1,
-0.2139913,Circle Overhead,5.5701413,SA4990163125,1,
-0.2158582,Agbado,5.5386122,SA5022509200,1,
-0.2288497,Total,5.5356219,SA5022509203,1,
-0.3244384,Ablekuma Block Factory,5.6322668,5084325659,0,SA5084325659
-0.1794401,Aquinas,5.5743025,SA4995054813,1,
-0.2424338,St. Johns,5.6388495,SA4286137016,1,
-0.1611693,Beduwa,5.6425178,5030423318,0,SA5020282545
-0.2568237,Camara,5.5370903,SA5025335724,1,
-0.1716013,Goil Filling Station,5.7000568,SA4997066318,1,
-0.2714589,Lomnava First Curve,5.631602,SA5040597421,1,
-0.2156386,Akoko Darko Junction,5.5851589,4999883666,0,SA4999883666
-0.1934691,Accra Girls,5.5982415,SA4982950473,1,
-0.1944473,Dzorwulu Junction,5.6173445,3073421167,0,SA3073421167
-0.3322688,Waakye,5.6386292,5084325655,0,SA5084325655
-0.1525381,Palm Wine,5.5764716,4400503928,0,SA4400503928
-0.0035486,Community 4,5.6580141,SA3676894848,1,
-0.2244496,Rana motors,5.5585234,SA5084325674,1,
-0.2097508,Westlands junction,5.6502525,5036505671,0,SA5036505671
-0.2139913,Circle Overhead,5.5701413,4990163125,0,SA4990163125
-0.2158739,Circle,5.5714604,4990163124,0,SA3109291911
-0.2951326,Academy,5.6059551,SA5084325670,1,
-0.2166779,Caprice,5.5825335,4990163122,0,SA4990070161
-0.2183032,Alajo,5.5909137,4990163121,0,SA4990070162
-0.2885705,Calvary,5.5935559,SA5084325673,1,
-0.2283104,St. Theresa's,5.5793684,5026151278,0,SA4997071034
-0.2847954,Antie-Eku Pallas Town,5.6126691,SA5022982310,1,
-0.2813242,Pokuase Junction,5.6873361,5024320803,0,SA5008589264
-0.2740368,Sakaman,5.5749275,5051604065,0,SA5000972549
-0.2734534,Awoshie,5.584756,5051604064,0,SA5051604064
-0.2435927,Abeka Post Office,5.6039005,4990162111,0,SA4990070173
-0.2157098,Abelenkpe Curve,5.607529,SA4994619136,1,
-0.2732443,SSNIT Flats,5.5633137,5022185720,0,SA5022185720
-0.2416824,Tea Garden,5.526985,5083501064,0,SA5083501064
-0.2965767,Omanjor,5.6386133,SA5084834971,1,
-0.2711852,Academy,5.5291558,5105027556,0,SA5105027556
-0.2149929,Accra Royal,5.5354688,5083501067,0,SA5083477303
-0.2135751,Jamestown Police Station,5.536136,5083501068,0,SA5083501068
-0.2288011,School Junction,5.5676914,5045157926,0,SA5045157926
-0.2118865,CP,5.6157442,SA5008553424,1,
-0.1500602,New life,5.5663582,SA5024136437,1,
-0.073187,Parakuo,5.6233422,SA4990644969,1,
-0.2254852,Transport,5.566357,5045157927,0,SA5045157927
-0.2375607,Mamprobi Shell,5.5335068,SA4980974768,1,
-0.1854365,Fire Service,5.569301,SA5004961000,1,
-0.3292343,Weija Barrier,5.5511501,SA4740682127,1,
-0.2714869,Phobia,5.6588532,5021041721,0,SA5021004852
-0.2860496,Asofan Old Station,5.6539463,5021041722,0,SA5021004844
-0.2848142,Jojo Water,5.6507771,5021041723,0,SA5021004843
-0.0694091,Sakumono,5.6226239,SA4990644967,1,
-0.256375,Nyamekye,5.6028962,2815791263,0,SA2815791263
-0.2166703,Ashongman,5.5742577,SA5049651137,1,
-0.1760971,Shangrila,5.6160691,4974194650,0,SA4974194650
-0.1759377,Alliance,5.5979817,SA5026172579,1,
-0.1310071,Teshie Rasta Road,5.5899072,SA5127360604,1,
-0.2288497,Total,5.5356219,5022509203,0,SA5022509203
-0.1801215,Opeibea Second,5.5952582,4997374746,0,SA4997374746
-0.2758197,Santa Maria,5.6057173,5041550700,0,SA5041513171
-0.1786553,Mangoase,5.6172571,5040165386,0,SA5040165386
-0.1820357,Container Second,5.6168167,5040165387,0,SA5040165387
-0.1896684,TV3,5.5763199,4997374742,0,SA4997374742
-0.1881095,Flagstaff House,5.5763685,4997374743,0,SA4984742321
-0.2007878,Nima Police Station,5.5742089,4997374740,0,SA4997374740
-0.1975167,Mobil,5.5741271,4997374741,0,SA2584775101
-0.1055212,Coca-Cola / Police Station,5.6499864,SA5064890130,1,
-0.1657708,Action Chapel,5.6263623,SA5064890132,1,
-0.1829995,Container First,5.6161708,5040165388,0,SA5030747573
-0.1841602,School Junction,5.6154609,5040165389,0,SA5030747571
-0.1774611,Legon Second Gate,5.6357626,4997374748,0,SA4977925526
-0.2504633,Chokor/ Chemuna,5.5262464,5043547849,0,SA5043547849
-0.2736929,Glefe Station Last Stop,5.5221444,5047423646,0,SA5047423646
-0.2689547,Assemblies,5.5269908,5047423645,0,SA5047423645
-0.2679239,Curve,5.5276423,5047423644,0,SA5047423644
-0.2651188,Last stop,5.5282421,5047423643,0,SA5047423643
-0.2612314,Karikari,5.5310472,5047423642,0,SA4997810030
-0.2577058,Zone 6,5.531367,5047423641,0,SA4997810031
-0.2507324,Vulcanizer,5.6379909,5024569725,0,SA5024322029
-0.2246004,Times,5.5662445,5045157928,0,SA5039839201
-0.2185736,Achimota Forest,5.6207628,5064974048,0,SA5064974048
-0.2134912,Sadisco,5.5756917,5092806451,0,SA5047059648
-0.2737437,Glefe Station,5.5216398,5047423649,0,SA5047423649
-0.212166,Abelenkpe Fire Station,5.6092978,5092806452,0,SA5092806452
-0.2062882,Tobinco Junction,5.5933223,5005030168,0,SA5005030168
-0.2508921,Lapaz Last stop,5.6094963,4983237009,0,SA4983237009
-0.2457398,MTN,5.6094268,SA4990423833,1,
-0.2450317,Container,5.612947,SA4990423834,1,
-0.2452452,Nii Boi Station,5.6137295,SA4990423835,1,
-0.3452904,Rush,5.7479435,5064189139,0,SA5064189139
-0.2054596,Taxi Rank,5.5919778,5005030169,0,SA5005030169
-0.331826,Bridge,5.7570227,5064189137,0,SA5064189137
-0.3295392,Voltic,5.7586082,5064189136,0,SA5064189136
-0.3150312,Container,5.7384707,5064189135,0,SA5064078031
-0.3141809,Pobiman,5.7354231,5064189134,0,SA5020021366
-0.2459136,Lantemame,5.5266297,5043547846,0,SA5027248836
-0.2732443,SSNIT Flats,5.5633137,SA5022185720,1,
-0.1786398,Opeibea Second,5.6007053,SA4977886631,1,
-0.2013688,Nima Junction,5.5731764,SA5040133316,1,
-0.19384,Konka Curve,5.5957258,SA5040133317,1,
-0.2261222,Agbogbloshie,5.5552916,SA5064405319,1,
-0.2665905,Crystal,5.5761773,SA5000176414,1,
-0.1445744,Adjiringanor Bridge,5.6457942,5064974043,0,SA5064974043
-0.2070668,Masalachi,5.590114,SA5104944364,1,
-0.213734,P.T.C,5.5683329,SA5104944365,1,
