trip_id,start_time,end_time,headway_secs,exact_times
411,05:00:00,22:00:00,300,0
412,05:00:00,22:00:00,1200,0
413,05:00:00,22:00:00,1200,0
498,05:00:00,22:00:00,600,0
418,05:00:00,22:00:00,300,0
419,05:00:00,22:00:00,300,0
499,05:00:00,22:00:00,600,0
319,05:00:00,22:00:00,1800,0
318,05:00:00,22:00:00,1800,0
313,05:00:00,22:00:00,600,0
312,05:00:00,22:00:00,600,0
311,05:00:00,22:00:00,300,0
310,05:00:00,22:00:00,300,0
317,05:00:00,22:00:00,300,0
316,05:00:00,22:00:00,300,0
315,05:00:00,22:00:00,900,0
314,05:00:00,22:00:00,900,0
496,05:00:00,22:00:00,300,0
497,05:00:00,22:00:00,300,0
3,05:00:00,22:00:00,1200,0
368,05:00:00,22:00:00,1800,0
369,05:00:00,22:00:00,1800,0
366,05:00:00,22:00:00,600,0
367,05:00:00,22:00:00,600,0
364,05:00:00,22:00:00,1200,0
365,05:00:00,22:00:00,1200,0
362,05:00:00,22:00:00,2400,0
363,05:00:00,22:00:00,2400,0
360,05:00:00,22:00:00,1200,0
361,05:00:00,22:00:00,1200,0
380,05:00:00,22:00:00,900,0
381,05:00:00,22:00:00,900,0
382,05:00:00,22:00:00,900,0
383,05:00:00,22:00:00,900,0
384,05:00:00,22:00:00,600,0
385,05:00:00,22:00:00,600,0
386,05:00:00,22:00:00,1500,0
387,05:00:00,22:00:00,1500,0
388,05:00:00,22:00:00,60,0
389,05:00:00,22:00:00,60,0
60,05:00:00,22:00:00,600,0
61,05:00:00,22:00:00,600,0
258,05:00:00,22:00:00,2400,0
259,05:00:00,22:00:00,2400,0
64,05:00:00,22:00:00,600,0
65,05:00:00,22:00:00,600,0
66,05:00:00,22:00:00,660,0
67,05:00:00,22:00:00,660,0
252,05:00:00,22:00:00,2700,0
69,05:00:00,22:00:00,1200,0
250,05:00:00,22:00:00,900,0
251,05:00:00,22:00:00,900,0
256,05:00:00,22:00:00,900,0
257,05:00:00,22:00:00,900,0
254,05:00:00,22:00:00,1020,0
255,05:00:00,22:00:00,1020,0
508,05:00:00,22:00:00,600,0
509,05:00:00,22:00:00,600,0
506,05:00:00,22:00:00,3600,0
507,05:00:00,22:00:00,3600,0
504,05:00:00,22:00:00,1200,0
505,05:00:00,22:00:00,1200,0
502,05:00:00,22:00:00,1200,0
503,05:00:00,22:00:00,1200,0
500,05:00:00,22:00:00,2400,0
501,05:00:00,22:00:00,2400,0
469,05:00:00,22:00:00,300,0
468,05:00:00,22:00:00,300,0
465,05:00:00,22:00:00,900,0
464,05:00:00,22:00:00,900,0
467,05:00:00,22:00:00,1800,0
466,05:00:00,22:00:00,1800,0
461,05:00:00,22:00:00,600,0
460,05:00:00,22:00:00,600,0
463,05:00:00,22:00:00,600,0
462,05:00:00,22:00:00,600,0
168,05:00:00,22:00:00,720,0
169,05:00:00,22:00:00,720,0
164,05:00:00,22:00:00,1500,0
165,05:00:00,22:00:00,1500,0
166,05:00:00,22:00:00,600,0
167,05:00:00,22:00:00,600,0
160,05:00:00,22:00:00,600,0
161,05:00:00,22:00:00,600,0
162,05:00:00,22:00:00,2400,0
163,05:00:00,22:00:00,2400,0
9,05:00:00,22:00:00,1800,0
357,05:00:00,22:00:00,3600,0
356,05:00:00,22:00:00,3600,0
355,05:00:00,22:00:00,300,0
354,05:00:00,22:00:00,300,0
353,05:00:00,22:00:00,2400,0
352,05:00:00,22:00:00,2400,0
351,05:00:00,22:00:00,1500,0
350,05:00:00,22:00:00,1500,0
359,05:00:00,22:00:00,600,0
358,05:00:00,22:00:00,600,0
216,05:00:00,22:00:00,600,0
217,05:00:00,22:00:00,600,0
214,05:00:00,22:00:00,600,0
215,05:00:00,22:00:00,600,0
212,05:00:00,22:00:00,480,0
213,05:00:00,22:00:00,480,0
210,05:00:00,22:00:00,300,0
211,05:00:00,22:00:00,300,0
218,05:00:00,22:00:00,900,0
219,05:00:00,22:00:00,900,0
289,05:00:00,22:00:00,900,0
288,05:00:00,22:00:00,900,0
4,05:00:00,22:00:00,900,0
281,05:00:00,22:00:00,1500,0
280,05:00:00,22:00:00,1500,0
283,05:00:00,22:00:00,300,0
282,05:00:00,22:00:00,300,0
285,05:00:00,22:00:00,1200,0
284,05:00:00,22:00:00,1200,0
287,05:00:00,22:00:00,2400,0
286,05:00:00,22:00:00,2400,0
263,05:00:00,22:00:00,300,0
262,05:00:00,22:00:00,300,0
261,05:00:00,22:00:00,900,0
260,05:00:00,22:00:00,900,0
267,05:00:00,22:00:00,2400,0
266,05:00:00,22:00:00,2400,0
265,05:00:00,22:00:00,600,0
264,05:00:00,22:00:00,600,0
269,05:00:00,22:00:00,300,0
268,05:00:00,22:00:00,300,0
59,05:00:00,22:00:00,2400,0
58,05:00:00,22:00:00,2400,0
55,05:00:00,22:00:00,1800,0
54,05:00:00,22:00:00,1800,0
57,05:00:00,22:00:00,600,0
56,05:00:00,22:00:00,600,0
51,05:00:00,22:00:00,900,0
50,05:00:00,22:00:00,900,0
53,05:00:00,22:00:00,1500,0
52,05:00:00,22:00:00,1500,0
537,05:00:00,22:00:00,600,0
536,05:00:00,22:00:00,600,0
535,05:00:00,22:00:00,900,0
63,05:00:00,22:00:00,1500,0
533,05:00:00,22:00:00,600,0
532,05:00:00,22:00:00,600,0
531,05:00:00,22:00:00,1200,0
530,05:00:00,22:00:00,1200,0
539,05:00:00,22:00:00,900,0
538,05:00:00,22:00:00,900,0
115,05:00:00,22:00:00,300,0
114,05:00:00,22:00:00,300,0
117,05:00:00,22:00:00,1800,0
116,05:00:00,22:00:00,1800,0
111,05:00:00,22:00:00,900,0
110,05:00:00,22:00:00,900,0
113,05:00:00,22:00:00,600,0
112,05:00:00,22:00:00,600,0
119,05:00:00,22:00:00,3300,0
118,05:00:00,22:00:00,3300,0
429,05:00:00,22:00:00,1800,0
428,05:00:00,22:00:00,1800,0
534,05:00:00,22:00:00,900,0
421,05:00:00,22:00:00,600,0
420,05:00:00,22:00:00,600,0
423,05:00:00,22:00:00,1800,0
422,05:00:00,22:00:00,1800,0
425,05:00:00,22:00:00,900,0
424,05:00:00,22:00:00,900,0
427,05:00:00,22:00:00,600,0
426,05:00:00,22:00:00,600,0
308,05:00:00,22:00:00,600,0
309,05:00:00,22:00:00,600,0
300,05:00:00,22:00:00,1200,0
301,05:00:00,22:00:00,1200,0
302,05:00:00,22:00:00,600,0
303,05:00:00,22:00:00,600,0
304,05:00:00,22:00:00,1200,0
305,05:00:00,22:00:00,1200,0
306,05:00:00,22:00:00,1200,0
307,05:00:00,22:00:00,1200,0
229,05:00:00,22:00:00,1800,0
228,05:00:00,22:00:00,1800,0
227,05:00:00,22:00:00,600,0
226,05:00:00,22:00:00,600,0
225,05:00:00,22:00:00,1200,0
224,05:00:00,22:00:00,1200,0
223,05:00:00,22:00:00,1800,0
222,05:00:00,22:00:00,1800,0
221,05:00:00,22:00:00,600,0
220,05:00:00,22:00:00,600,0
391,05:00:00,22:00:00,300,0
390,05:00:00,22:00:00,300,0
151,05:00:00,22:00:00,900,0
150,05:00:00,22:00:00,900,0
153,05:00:00,22:00:00,1620,0
152,05:00:00,22:00:00,1620,0
155,05:00:00,22:00:00,3600,0
154,05:00:00,22:00:00,3600,0
157,05:00:00,22:00:00,900,0
156,05:00:00,22:00:00,900,0
159,05:00:00,22:00:00,2700,0
158,05:00:00,22:00:00,2700,0
399,05:00:00,22:00:00,600,0
398,05:00:00,22:00:00,600,0
48,05:00:00,22:00:00,1800,0
49,05:00:00,22:00:00,1800,0
46,05:00:00,22:00:00,1200,0
47,05:00:00,22:00:00,1200,0
44,05:00:00,22:00:00,600,0
45,05:00:00,22:00:00,600,0
42,05:00:00,22:00:00,300,0
43,05:00:00,22:00:00,300,0
40,05:00:00,22:00:00,2400,0
41,05:00:00,22:00:00,2400,0
5,05:00:00,22:00:00,900,0
489,05:00:00,22:00:00,900,0
488,05:00:00,22:00:00,900,0
487,05:00:00,22:00:00,300,0
486,05:00:00,22:00:00,300,0
485,05:00:00,22:00:00,900,0
484,05:00:00,22:00:00,900,0
483,05:00:00,22:00:00,1800,0
482,05:00:00,22:00:00,1800,0
481,05:00:00,22:00:00,1200,0
480,05:00:00,22:00:00,1200,0
472,05:00:00,22:00:00,900,0
473,05:00:00,22:00:00,900,0
470,05:00:00,22:00:00,900,0
471,05:00:00,22:00:00,900,0
476,05:00:00,22:00:00,1200,0
477,05:00:00,22:00:00,1200,0
474,05:00:00,22:00:00,2100,0
475,05:00:00,22:00:00,2100,0
478,05:00:00,22:00:00,600,0
479,05:00:00,22:00:00,600,0
